FID,GPID,ADDRESS,Shape__Are,DAUID,DA_ID,pop_2016_2,pop_2011,pop_chng_p,pop_dens,land_area,dwell_dens,0_14_yrs,15_64_yrs,65_plus_yr,20_24_yrs,20_24_pct,0_14_pct,15_64_pct,65_pls_pct,pop_age_av,dwellings,s_d_h,s_d_h_pct,hs_size_av,dwl_chld,dwl_chld_p,ave_inc,median_val,ave_val,owner,owner_pct,rentr,rentr_pct,own_30pls,rnt_30pls,rent_av,highr_ed,bach,bach_pct,mast,mast_pct,doct,doct_pct,unemployme,commute,transit,transit_p,walk,walk_pct,bicyc,bicyc_pct,mvrs_1yr_p,mvrs_3yr_p,noise_km,bark_km,bylaw_km,other_km,total_km,SCHOOL,Ranking,Ave_Rating,trees_km,walkscore,bikescore,ws_ave,bs_ave,FID_2,GPID_2,ADDRESS_2,LIST_PRICE,SOLD_ON,SELL_PRICE,DOM,BDRMS,BDRMS+,SIZE_SQFT,AGE,STYLE,BSMT,ASS_YR,ASS_AMT,TAX_YR,TAX_AMT,LOT_DPTH,LOT_FRNT,PARCEL_NO,COMMUNITY,TYPE,LAT,LON
"35232","2000042270",77 NORMA CRESCENT,17462.152343750000000,"35230071",35230071.000000000000000,2141.000000000000000,1392.000000000000000,53.799999999999997,1421.599999999999909,1.500000000000000,521.899999999999977,505.000000000000000,1440.000000000000000,195.000000000000000,130.000000000000000,6.100000000000000,23.600000000000001,67.299999999999997,9.100000000000000,34.500000000000000,775.000000000000000,325.000000000000000,41.899999999999999,2.700000000000000,365.000000000000000,47.100000000000001,58706.000000000000000,374132.999999999941792,394683.000000000058208,535.000000000000000,68.599999999999994,245.000000000000000,31.399999999999999,21.500000000000000,36.700000000000003,1069.000000000000000,1575.000000000000000,365.000000000000000,23.199999999999999,55.000000000000000,3.500000000000000,15.000000000000000,1.000000000000000,4.300000000000000,1050.000000000000000,75.000000000000000,7.100000000000000,20.000000000000000,1.900000000000000,10.000000000000000,1.000000000000000,10.800000000000001,51.399999999999999,9.652,5.80608845,3.27554893,148.48188782,167.21322632,Brant Ave,4.60000000000,4.30000000000,0.00000000000,"69",,22.146,43.024,"35232","2000042270",77 NORMA CRESCENT,1549000.000000000000000,"October 06, 2021",1700000.000000000000000,7.000000000000000,4.000000000000000,2.000000000000000,,,2-Storey,Apartment,,,2021.000000000000000,6761.470000000000255,166.789999999999992,41.990000000000002,"-",Brant,ResidentialProperty,43.583467589999998,-80.258831599999994
"32755","2000006644",91 STARVIEW CRESCENT,25642.019531250000000,"35230372",35230372.000000000000000,737.000000000000000,758.000000000000000,-2.800000000000000,4431.699999999999818,0.200000000000000,1594.099999999999909,170.000000000000000,530.000000000000000,45.000000000000000,35.000000000000000,4.700000000000000,23.000000000000000,71.599999999999994,6.100000000000000,35.200000000000003,270.000000000000000,220.000000000000000,81.500000000000000,2.700000000000000,135.000000000000000,50.000000000000000,60288.000000000000000,331339.000000000058208,336300.999999999941792,265.000000000000000,93.000000000000000,25.000000000000000,8.800000000000002,9.400000000000000,0.000000000000000,0.000000000000000,650.000000000000000,140.000000000000000,21.500000000000000,35.000000000000000,5.400000000000000,0.000000000000000,0.000000000000000,2.800000000000000,515.000000000000000,10.000000000000000,1.900000000000000,10.000000000000000,1.900000000000000,10.000000000000000,1.900000000000000,10.400000000000000,25.300000000000001,22.939,11.30125904,2.02241731,306.19354248,342.45581055,William C. Winegard,5.80000000000,5.78000000000,0.00000000000,"26","43",28.953,33.271,"32755","2000006644",91 STARVIEW CRESCENT,749000.000000000000000,"July 22, 2021",825000.000000000000000,7.000000000000000,3.000000000000000,1.000000000000000,,,2-Storey,Finished,,,2021.000000000000000,4239.079999999999927,126.000000000000000,31.000000000000000,"714930408",Grange Hill East,ResidentialProperty,43.566795100000000,-80.227129520000005
"15203","2000033698",54 CLIVE AVENUE,12173.058593750000000,"35230061",35230061.000000000000000,600.000000000000000,618.000000000000000,-2.900000000000000,957.100000000000023,0.600000000000000,444.399999999999977,65.000000000000000,340.000000000000000,195.000000000000000,30.000000000000000,5.000000000000000,10.800000000000001,56.700000000000003,32.500000000000000,50.899999999999999,270.000000000000000,185.000000000000000,68.500000000000000,2.200000000000000,70.000000000000000,25.899999999999999,97554.000000000000000,538001.000000000000000,543731.000000000000000,245.000000000000000,89.099999999999994,35.000000000000000,12.699999999999999,8.300000000000002,50.000000000000000,968.000000000000000,555.000000000000000,150.000000000000000,27.000000000000000,30.000000000000000,5.400000000000000,10.000000000000000,1.800000000000000,3.600000000000000,255.000000000000000,15.000000000000000,5.900000000000000,0.000000000000000,0.000000000000000,10.000000000000000,3.900000000000000,8.900000000000000,30.100000000000001,5.883,1.56419170,1.48478723,349.01132202,357.94000244,Waverly Dr,6.00000000000,6.05000000000,79.29784794440,"36","68",51.043,38.478,"15203","2000033698",54 CLIVE AVENUE,1050000.000000000000000,"November 09, 2021",1502000.000000000000000,6.000000000000000,3.000000000000000,,,,Bungalow,Finished,,,2021.000000000000000,5073.180000000000291,155.000000000000000,73.000000000000000,"-",Waverley,ResidentialProperty,43.565427069999998,-80.265839700000001
"13028","2000021626",3 MONTICELLO CRESCENT,76591.226562500000000,"35230382",35230382.000000000000000,2652.000000000000000,1825.000000000000000,45.299999999999997,749.700000000000045,3.500000000000000,304.800000000000011,410.000000000000000,1550.000000000000000,685.000000000000000,175.000000000000000,6.600000000000000,15.500000000000000,58.500000000000000,25.800000000000001,44.700000000000003,1025.000000000000000,700.000000000000000,68.299999999999997,2.600000000000000,400.000000000000000,39.000000000000000,102461.000000000000000,562510.000000000000000,601865.999999999883585,955.000000000000000,94.099999999999994,60.000000000000000,5.900000000000000,13.100000000000000,66.700000000000003,1716.000000000000000,2180.000000000000000,1055.000000000000000,48.399999999999999,225.000000000000000,10.300000000000001,115.000000000000000,5.300000000000000,6.000000000000000,1130.000000000000000,45.000000000000000,4.000000000000000,65.000000000000000,5.800000000000000,10.000000000000000,0.900000000000000,15.900000000000000,44.100000000000001,26.411,0.62913251,2.16507006,473.43072510,502.63421631,Rickson Ridge,7.00000000000,7.65000000000,72.36735937140,"65","88",33.964,18.286,"13028","2000021626",3 MONTICELLO CRESCENT,1199000.000000000000000,"June 02, 2021",1050000.000000000000000,54.000000000000000,4.000000000000000,2.000000000000000,2000.000000000000000,99.000000000000000,2-Storey,Finished,2021.000000000000000,626000.000000000000000,2020.000000000000000,7028.989999999999782,135.000000000000000,88.680000000000007,"715050085",Kortright Hills,ResidentialProperty,43.525759000000001,-80.221103999999997
"22740","2000038121",4 KINGSLEY COURT,2461.484375000000000,"35230061",35230061.000000000000000,600.000000000000000,618.000000000000000,-2.900000000000000,957.100000000000023,0.600000000000000,444.399999999999977,65.000000000000000,340.000000000000000,195.000000000000000,30.000000000000000,5.000000000000000,10.800000000000001,56.700000000000003,32.500000000000000,50.899999999999999,270.000000000000000,185.000000000000000,68.500000000000000,2.200000000000000,70.000000000000000,25.899999999999999,97554.000000000000000,538001.000000000000000,543731.000000000000000,245.000000000000000,89.099999999999994,35.000000000000000,12.699999999999999,8.300000000000002,50.000000000000000,968.000000000000000,555.000000000000000,150.000000000000000,27.000000000000000,30.000000000000000,5.400000000000000,10.000000000000000,1.800000000000000,3.600000000000000,255.000000000000000,15.000000000000000,5.900000000000000,0.000000000000000,0.000000000000000,10.000000000000000,3.900000000000000,8.900000000000000,30.100000000000001,12.384,3.00897551,1.25397074,351.05435181,367.70031738,Waverly Dr,6.00000000000,6.05000000000,98.70235057190,"49","69",60.139,23.250,"22740","2000038121",4 KINGSLEY COURT,779900.000000000000000,"May 11, 2021",850000.000000000000000,6.000000000000000,3.000000000000000,1.000000000000000,1500.000000000000000,99.000000000000000,Sidesplit 3,Fin W/O,2021.000000000000000,349000.000000000000000,2020.000000000000000,3918.719999999999800,60.000000000000000,118.010000000000005,"713030082",Waverley,ResidentialProperty,43.573014299999997,-80.260908200000003
"42854","2000037475",21 MORRIS STREET,11627.773437500000000,"35230152",35230152.000000000000000,468.000000000000000,454.000000000000000,3.100000000000000,2591.400000000000091,0.200000000000000,1327.799999999999955,45.000000000000000,365.000000000000000,50.000000000000000,30.000000000000000,6.500000000000000,9.699999999999999,78.500000000000000,10.800000000000001,40.700000000000003,225.000000000000000,145.000000000000000,64.400000000000006,2.100000000000000,65.000000000000000,28.899999999999999,48360.000000000000000,315150.000000000000000,325144.000000000000000,150.000000000000000,66.700000000000003,75.000000000000000,33.299999999999997,23.300000000000001,46.700000000000003,1116.000000000000000,440.000000000000000,95.000000000000000,21.600000000000001,0.000000000000000,0.000000000000000,10.000000000000000,2.300000000000000,10.800000000000001,285.000000000000000,20.000000000000000,7.000000000000000,15.000000000000000,5.300000000000000,0.000000000000000,0.000000000000000,17.199999999999999,42.399999999999999,26.509,2.48106337,4.19150591,495.54464722,528.72503662,John Galt,4.40000000000,5.10000000000,25.50999140120,"94","64",58.636,33.982,"42854","2000037475",21 MORRIS STREET,747000.000000000000000,"May 14, 2021",725000.000000000000000,24.000000000000000,3.000000000000000,,1100.000000000000000,50.000000000000000,2-Storey,Finished,2021.000000000000000,313000.000000000000000,2021.000000000000000,3515.000000000000000,168.000000000000000,35.000000000000000,"-",Central East,ResidentialProperty,43.550776970000001,-80.236350099999996
"44332","2000040779",5 WIDEMAN BOULEVARD,15265.921875000000000,"35230489",35230489.000000000000000,1921.000000000000000,1560.000000000000000,23.100000000000001,1855.099999999999909,1.000000000000000,628.799999999999955,345.000000000000000,1165.000000000000000,415.000000000000000,85.000000000000000,4.400000000000001,17.899999999999999,60.500000000000000,21.600000000000001,42.799999999999997,650.000000000000000,395.000000000000000,60.799999999999997,2.700000000000000,305.000000000000000,46.899999999999999,64398.000000000000000,400280.999999999941792,457888.000000000000000,625.000000000000000,94.000000000000000,40.000000000000000,6.000000000000000,17.699999999999999,37.500000000000000,1239.000000000000000,1420.000000000000000,415.000000000000000,29.199999999999999,65.000000000000000,4.600000000000000,10.000000000000000,0.700000000000000,5.600000000000000,950.000000000000000,35.000000000000000,3.700000000000000,15.000000000000000,1.600000000000000,0.000000000000000,0.000000000000000,9.600000000000000,41.399999999999999,11.471,2.34105420,0.78445691,239.71109009,254.30940247,Waverly Dr,6.00000000000,6.05000000000,0.00000000000,,,20.543,30.757,"44332","2000040779",5 WIDEMAN BOULEVARD,988800.000000000000000,"September 14, 2021",1095000.000000000000000,5.000000000000000,3.000000000000000,1.000000000000000,2000.000000000000000,15.000000000000000,2-Storey,Finished,2021.000000000000000,447000.000000000000000,2021.000000000000000,5152.460000000000036,113.000000000000000,31.000000000000000,"713581153",Brant,ResidentialProperty,43.580524699999998,-80.267415499999998
"12221","2000010505",63 ALGOMA DRIVE,66876.609375000000000,"35230068",35230068.000000000000000,297.000000000000000,304.000000000000000,-2.300000000000000,2223.099999999999909,0.100000000000000,961.500000000000000,40.000000000000000,185.000000000000000,70.000000000000000,25.000000000000000,8.500000000000000,13.600000000000000,62.700000000000003,23.699999999999999,44.600000000000001,125.000000000000000,105.000000000000000,84.000000000000000,2.400000000000000,50.000000000000000,40.000000000000000,50226.000000000000000,350010.000000000000000,373271.000000000058208,100.000000000000000,80.000000000000000,30.000000000000000,24.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,280.000000000000000,50.000000000000000,17.899999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.800000000000000,190.000000000000000,15.000000000000000,7.900000000000000,10.000000000000000,5.300000000000000,0.000000000000000,0.000000000000000,20.300000000000001,23.199999999999999,13.098,3.98843050,3.43359184,551.60321045,572.12145996,Brant Ave,4.60000000000,4.30000000000,56.51319547970,"31","57",18.614,30.330,"12221","2000010505",63 ALGOMA DRIVE,649900.000000000000000,"July 19, 2021",630000.000000000000000,24.000000000000000,3.000000000000000,,,,Bungalow,Full,,,2021.000000000000000,3782.039999999999964,122.629999999999995,49.810000000000002,"-",Brant,ResidentialProperty,43.578521569999999,-80.256899390000001
"17769","2000039114",113 GRANGE STREET,82424.597656250014552,"35230153",35230153.000000000000000,548.000000000000000,571.000000000000000,-4.000000000000000,2894.900000000000091,0.200000000000000,1536.799999999999955,60.000000000000000,360.000000000000000,125.000000000000000,25.000000000000000,4.500000000000000,10.900000000000000,65.500000000000000,22.699999999999999,45.899999999999999,285.000000000000000,150.000000000000000,52.600000000000001,1.900000000000000,75.000000000000000,26.300000000000001,53412.000000000000000,320826.000000000000000,319622.000000000000000,150.000000000000000,50.000000000000000,145.000000000000000,48.299999999999997,16.699999999999999,66.700000000000003,879.000000000000000,500.000000000000000,90.000000000000000,18.000000000000000,20.000000000000000,4.000000000000000,10.000000000000000,2.000000000000000,3.800000000000000,235.000000000000000,15.000000000000000,6.400000000000000,40.000000000000000,17.000000000000000,0.000000000000000,0.000000000000000,9.600000000000000,41.200000000000003,15.187,1.15481317,1.97527266,373.17822266,391.49468994,John Galt,4.40000000000,5.10000000000,69.79679242290,"51","59",54.038,45.000,"17769","2000039114",113 GRANGE STREET,739900.000000000000000,"August 06, 2021",719000.000000000000000,25.000000000000000,2.000000000000000,,1100.000000000000000,100.000000000000000,Bungalow,Full,2021.000000000000000,335000.000000000000000,2021.000000000000000,3827.739999999999782,165.000000000000000,59.509999999999998,"-",Central East,ResidentialProperty,43.553613700000000,-80.239227900000003
"18257","2000010498",7 ALGOMA DRIVE,66876.609375000000000,"35230068",35230068.000000000000000,297.000000000000000,304.000000000000000,-2.300000000000000,2223.099999999999909,0.100000000000000,961.500000000000000,40.000000000000000,185.000000000000000,70.000000000000000,25.000000000000000,8.500000000000000,13.600000000000000,62.700000000000003,23.699999999999999,44.600000000000001,125.000000000000000,105.000000000000000,84.000000000000000,2.400000000000000,50.000000000000000,40.000000000000000,50226.000000000000000,350010.000000000000000,373271.000000000058208,100.000000000000000,80.000000000000000,30.000000000000000,24.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,280.000000000000000,50.000000000000000,17.899999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.800000000000000,190.000000000000000,15.000000000000000,7.900000000000000,10.000000000000000,5.300000000000000,0.000000000000000,0.000000000000000,20.300000000000001,23.199999999999999,13.638,4.63888979,4.18527222,606.61529541,629.07647705,Brant Ave,4.60000000000,4.30000000000,56.51319547970,"28","55",37.607,39.574,"18257","2000010498",7 ALGOMA DRIVE,729900.000000000000000,"September 14, 2021",850000.000000000000000,5.000000000000000,3.000000000000000,1.000000000000000,1100.000000000000000,99.000000000000000,Bungalow-Raised,Fin W/O,2021.000000000000000,363000.000000000000000,2021.000000000000000,4124.800000000000182,104.000000000000000,79.329999999999998,"713530070",Waverley,ResidentialProperty,43.577500120000003,-80.254861700000006
"28517","2000004361",64 MILSON CRESCENT,8081.445312500000000,"35230497",35230497.000000000000000,466.000000000000000,469.000000000000000,-0.600000000000000,5560.899999999999636,0.100000000000000,1687.500000000000000,115.000000000000000,325.000000000000000,30.000000000000000,25.000000000000000,5.400000000000000,24.699999999999999,69.900000000000006,6.500000000000000,33.700000000000003,135.000000000000000,125.000000000000000,92.599999999999994,3.400000000000000,90.000000000000000,66.700000000000003,74447.000000000000000,489159.000000000058208,484930.000000000000000,125.000000000000000,96.200000000000003,10.000000000000000,7.700000000000000,0.000000000000000,0.000000000000000,0.000000000000000,345.000000000000000,135.000000000000000,39.100000000000001,10.000000000000000,2.900000000000000,10.000000000000000,2.900000000000000,13.300000000000001,230.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21.600000000000001,8.375,0.51638949,1.11566353,84.77281189,94.78030396,Kortright Hills,6.50000000000,6.53000000000,0.00000000000,"10","39",13.314,36.971,"28517","2000004361",64 MILSON CRESCENT,1149999.000000000000000,"November 05, 2021",1140000.000000000000000,30.000000000000000,4.000000000000000,,2000.000000000000000,30.000000000000000,2-Storey,Finished,,,2021.000000000000000,6135.810000000000400,114.829999999999998,39.369999999999997,"-",Kortright Hills,ResidentialProperty,43.501041030000003,-80.229612570000000
"29757","2000013805",42 OAKRIDGE CRESCENT,4091.156250000000000,"35230387",35230387.000000000000000,1287.000000000000000,785.000000000000000,63.899999999999999,2605.800000000000182,0.500000000000000,1022.399999999999977,295.000000000000000,880.000000000000000,115.000000000000000,100.000000000000000,7.800000000000000,23.000000000000000,68.500000000000000,8.900000000000000,34.299999999999997,460.000000000000000,255.000000000000000,55.399999999999999,2.800000000000000,230.000000000000000,50.000000000000000,82433.000000000000000,592964.000000000000000,570274.000000000000000,375.000000000000000,79.799999999999997,90.000000000000000,19.100000000000001,9.300000000000001,61.100000000000001,1320.000000000000000,1010.000000000000000,450.000000000000000,44.600000000000001,105.000000000000000,10.400000000000000,25.000000000000000,2.500000000000000,1.900000000000000,715.000000000000000,60.000000000000000,8.400000000000000,10.000000000000000,1.400000000000000,20.000000000000000,2.800000000000000,14.900000000000000,44.700000000000003,9.958,1.23791075,0.89353240,124.78894806,136.87535095,Sir Isaac Brock,8.00000000000,8.00000000000,0.00000000000,"16","54",14.744,34.359,"29757","2000013805",42 OAKRIDGE CRESCENT,1199900.000000000232831,"November 18, 2021",1382499.999999999767169,6.000000000000000,3.000000000000000,,,,2-Storey,Part Fin,,,2021.000000000000000,6524.000000000000000,118.000000000000000,53.000000000000000,"-",Pine Ridge,ResidentialProperty,43.513122320000001,-80.191413990000001
"26505","2000005102",41 REGENT STREET,34910.445312500000000,"35230154",35230154.000000000000000,475.000000000000000,447.000000000000000,6.300000000000000,2358.500000000000000,0.200000000000000,1065.000000000000000,75.000000000000000,310.000000000000000,90.000000000000000,20.000000000000000,4.200000000000000,15.800000000000001,65.299999999999997,18.899999999999999,43.100000000000001,205.000000000000000,115.000000000000000,56.100000000000001,2.300000000000000,65.000000000000000,31.699999999999999,99030.000000000000000,550815.000000000000000,701521.999999999883585,150.000000000000000,69.799999999999997,70.000000000000000,32.600000000000001,0.000000000000000,50.000000000000000,1132.000000000000000,420.000000000000000,195.000000000000000,46.399999999999999,50.000000000000000,11.900000000000000,25.000000000000000,6.000000000000000,4.800000000000000,260.000000000000000,25.000000000000000,9.600000000000000,35.000000000000000,13.500000000000000,10.000000000000000,3.800000000000000,16.800000000000001,39.299999999999997,23.056,1.67091167,14.48982143,958.77233887,997.98846436,John Galt,4.40000000000,5.10000000000,12.72264033820,"45","60",63.830,37.511,"26505","2000005102",41 REGENT STREET,799900.000000000000000,"May 21, 2021",837500.000000000000000,3.000000000000000,2.000000000000000,1.000000000000000,2000.000000000000000,99.000000000000000,Bungalow-Raised,Finished,,,2020.000000000000000,4570.000000000000000,82.500000000000000,72.000000000000000,"713370030",Two Rivers,ResidentialProperty,43.549331680000002,-80.243622689999995
"11946","2000034273",184 WAVERLEY DRIVE,39401.296875000000000,"35230064",35230064.000000000000000,448.000000000000000,455.000000000000000,-1.500000000000000,3541.500000000000000,0.100000000000000,1500.000000000000000,70.000000000000000,280.000000000000000,90.000000000000000,20.000000000000000,4.500000000000000,15.699999999999999,62.899999999999999,20.199999999999999,41.799999999999997,190.000000000000000,110.000000000000000,57.899999999999999,2.300000000000000,80.000000000000000,42.100000000000001,59078.000000000000000,349438.000000000000000,331682.000000000000000,160.000000000000000,88.900000000000006,20.000000000000000,11.100000000000000,9.400000000000000,0.000000000000000,0.000000000000000,370.000000000000000,60.000000000000000,16.199999999999999,10.000000000000000,2.700000000000000,0.000000000000000,0.000000000000000,9.100000000000000,195.000000000000000,15.000000000000000,7.700000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.699999999999999,40.500000000000000,12.367,3.41263247,3.20377183,434.67788696,453.65924072,Waverly Dr,6.00000000000,6.05000000000,76.41298629320,"48","64",54.099,57.972,"11946","2000034273",184 WAVERLEY DRIVE,724900.000000000000000,"October 21, 2021",724900.000000000000000,8.000000000000000,3.000000000000000,,,99.000000000000000,Bungalow,Finished,,,2021.000000000000000,3530.599999999999909,105.000000000000000,52.000000000000000,"-",Waverley,ResidentialProperty,43.572468209999997,-80.255386060000006
"23254","2000007303",303 AUDEN ROAD,42524.722656250000000,"35230372",35230372.000000000000000,737.000000000000000,758.000000000000000,-2.800000000000000,4431.699999999999818,0.200000000000000,1594.099999999999909,170.000000000000000,530.000000000000000,45.000000000000000,35.000000000000000,4.700000000000000,23.000000000000000,71.599999999999994,6.100000000000000,35.200000000000003,270.000000000000000,220.000000000000000,81.500000000000000,2.700000000000000,135.000000000000000,50.000000000000000,60288.000000000000000,331339.000000000058208,336300.999999999941792,265.000000000000000,93.000000000000000,25.000000000000000,8.800000000000002,9.400000000000000,0.000000000000000,0.000000000000000,650.000000000000000,140.000000000000000,21.500000000000000,35.000000000000000,5.400000000000000,0.000000000000000,0.000000000000000,2.800000000000000,515.000000000000000,10.000000000000000,1.900000000000000,10.000000000000000,1.900000000000000,10.000000000000000,1.900000000000000,10.400000000000000,25.300000000000001,30.624,15.59844208,2.94282651,405.64752197,454.80957031,Ottawa Cres,4.40000000000,4.20000000000,47.53373242110,"44","50",43.897,29.462,"23254","2000007303",303 AUDEN ROAD,629900.000000000000000,"November 22, 2021",800000.000000000000000,5.000000000000000,2.000000000000000,,700.000000000000000,50.000000000000000,Bungalow,Finished,2016.000000000000000,331000.000000000000000,2021.000000000000000,3900.000000000000000,,32.479999999999997,"714930148",Grange Hill East,ResidentialProperty,43.563355860000001,-80.228908860000004
"23697","2000038256",118 QUEEN STREET,28771.058593750000000,"35230157",35230157.000000000000000,615.000000000000000,614.000000000000000,0.200000000000000,1614.599999999999909,0.400000000000000,823.700000000000045,80.000000000000000,450.000000000000000,80.000000000000000,35.000000000000000,5.700000000000000,13.000000000000000,73.200000000000003,13.000000000000000,40.399999999999999,295.000000000000000,150.000000000000000,50.899999999999999,2.000000000000000,80.000000000000000,27.100000000000001,83153.000000000000000,459907.000000000058208,500068.000000000000000,190.000000000000000,62.299999999999997,110.000000000000000,36.100000000000001,12.800000000000001,54.500000000000000,1108.000000000000000,530.000000000000000,295.000000000000000,55.700000000000003,85.000000000000000,16.000000000000000,35.000000000000000,6.600000000000000,3.800000000000000,350.000000000000000,10.000000000000000,2.900000000000000,65.000000000000000,18.600000000000001,35.000000000000000,10.000000000000000,17.199999999999999,37.100000000000001,23.518,3.29288244,3.66312909,700.89941406,731.37207031,John Galt,4.40000000000,5.10000000000,28.48301856800,"68",,48.229,41.643,"23697","2000038256",118 QUEEN STREET,1250000.000000000000000,"May 18, 2021",1370000.000000000000000,7.000000000000000,4.000000000000000,1.000000000000000,2000.000000000000000,100.000000000000000,2 1/2 Storey,Finished,,,2020.000000000000000,5457.000000000000000,114.000000000000000,30.000000000000000,"-",Waverley,ResidentialProperty,43.621958300000003,-80.143004800000000
"46262","2000043915",45 DRONE CRESCENT,43017.328125000000000,"35230482",35230482.000000000000000,2140.000000000000000,1292.000000000000000,65.599999999999994,2285.599999999999909,0.900000000000000,636.200000000000045,505.000000000000000,1470.000000000000000,165.000000000000000,130.000000000000000,6.100000000000000,23.600000000000001,68.700000000000003,7.700000000000000,34.200000000000003,590.000000000000000,335.000000000000000,56.799999999999997,3.600000000000000,360.000000000000000,61.000000000000000,61774.000000000000000,479267.000000000058208,488978.000000000000000,500.000000000000000,87.700000000000003,65.000000000000000,11.400000000000000,14.900000000000000,30.800000000000001,1455.000000000000000,1635.000000000000000,395.000000000000000,24.199999999999999,65.000000000000000,4.000000000000000,25.000000000000000,1.500000000000000,4.100000000000000,1075.000000000000000,60.000000000000000,5.600000000000000,35.000000000000000,3.300000000000000,15.000000000000000,1.400000000000000,16.000000000000000,47.600000000000001,15.276,1.80766249,1.86690784,169.62838745,188.57395935,Mitchell Woods,5.00000000000,5.55000000000,0.00000000000,"2","32",4.185,30.593,"46262","2000043915",45 DRONE CRESCENT,989900.000000000000000,"October 20, 2021",1121900.000000000000000,6.000000000000000,4.000000000000000,,2000.000000000000000,5.000000000000000,2-Storey,Finished,2021.000000000000000,459000.000000000000000,2021.000000000000000,5244.579999999999927,114.000000000000000,32.409999999999997,"714860934",West Willow Woods,ResidentialProperty,43.521034550000003,-80.306655410000005
"6413","2000019217",14 TRUESDALE CRESCENT,4757.378906250000000,"35230276",35230276.000000000000000,600.000000000000000,624.000000000000000,-3.800000000000000,5128.199999999999818,0.100000000000000,1858.299999999999955,135.000000000000000,440.000000000000000,25.000000000000000,80.000000000000000,13.300000000000001,22.500000000000000,73.299999999999997,4.200000000000000,31.500000000000000,190.000000000000000,150.000000000000000,79.000000000000000,3.200000000000000,100.000000000000000,52.600000000000001,73593.000000000000000,440168.999999999941792,422079.000000000058208,160.000000000000000,78.000000000000000,45.000000000000000,22.000000000000000,15.600000000000000,66.700000000000003,1760.000000000000000,510.000000000000000,215.000000000000000,42.200000000000003,40.000000000000000,7.800000000000000,15.000000000000000,2.900000000000000,12.199999999999999,315.000000000000000,35.000000000000000,11.100000000000000,10.000000000000000,3.200000000000000,0.000000000000000,0.000000000000000,16.699999999999999,50.799999999999997,64.113,3.31522512,4.39465237,417.86450195,489.68536377,Rickson Ridge,7.00000000000,7.65000000000,0.00000000000,"25","65",22.851,61.782,"6413","2000019217",14 TRUESDALE CRESCENT,799900.000000000000000,"June 15, 2021",800000.000000000000000,19.000000000000000,5.000000000000000,,1100.000000000000000,,2 1/2 Storey,Full,,,2020.000000000000000,4210.659999999999854,103.769999999999996,30.180000000000000,"-",Hanlon Creek,ResidentialProperty,43.513483460000003,-80.209230800000000
"22014","2000020699",58 MUNROE CRESCENT,12514.632812500000000,"35230503",35230503.000000000000000,859.000000000000000,825.000000000000000,4.100000000000000,5128.399999999999636,0.200000000000000,1605.900000000000091,175.000000000000000,615.000000000000000,65.000000000000000,90.000000000000000,10.500000000000000,20.300000000000001,71.500000000000000,7.600000000000000,34.799999999999997,265.000000000000000,210.000000000000000,79.299999999999997,3.200000000000000,160.000000000000000,60.399999999999999,63207.000000000000000,473122.000000000000000,475264.000000000000000,240.000000000000000,88.900000000000006,30.000000000000000,11.100000000000000,18.800000000000001,0.000000000000000,996.000000000000000,705.000000000000000,225.000000000000000,31.899999999999999,50.000000000000000,7.100000000000000,15.000000000000000,2.100000000000000,5.600000000000000,480.000000000000000,15.000000000000000,3.100000000000000,10.000000000000000,2.100000000000000,10.000000000000000,2.100000000000000,8.900000000000000,25.800000000000001,20.917,6.16082907,0.95998716,267.68960571,295.72680664,Westminster Woods,7.60000000000,7.68000000000,1.60004423491,"53","71",47.848,58.879,"22014","2000020699",58 MUNROE CRESCENT,999900.000000000000000,"September 04, 2021",1140000.000000000000000,5.000000000000000,4.000000000000000,,2500.000000000000000,30.000000000000000,2-Storey,Finished,2021.000000000000000,612000.000000000000000,2021.000000000000000,6992.000000000000000,121.000000000000000,39.000000000000000,"71492066",Clairfields,ResidentialProperty,43.499372610000002,-80.194764809999995
